transaction_id,transaction_date,branch_id,branch_name,city,region,customer_id,customer_age_group,customer_gender,product_id,product_name,category,brand,quantity,unit_price,discount_percent,revenue,cost,profit,payment_method
TX004635,2023-12-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS01991,25-34,Male,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,2,$51.99,10%,$93.58,$55.75,$37.83,Cash
TX004636,2023-12-16,BR006,East Square,Kratie,East,CUS00177,45-54,Male,PRD0058,Notebook A5,Stationery,PaperPlus,3,$11.99,15%,$30.57,$23.12,$7.45,Cash
TX004637,2023-12-16,BR001,Central Mall,Phnom Penh,Central,CUS03774,18-24,Male,PRD0001,Smartphone X10,Electronics,Voltek,1,$665.99,20%,$532.79,$447.92,$84.87,Debit Card
TX004638,2023-12-16,BR003,Riverside Center,Siem Reap,North,CUS00047,25-34,Female,PRD0033,Sunscreen SPF50,Beauty,PureSkin,1,$25.99,10%,$23.39,$15.60,$7.79,Debit Card
TX004639,2023-12-16,BR008,City Hub,Sihanoukville,South,CUS01356,55+,Male,PRD0060,School Backpack,Stationery,CarryAll,4,$2.99,20%,$9.57,$6.73,$2.84,Credit Card
TX004640,2023-12-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS04177,45-54,Male,PRD0060,School Backpack,Stationery,CarryAll,8,$3.49,10%,$25.13,$19.45,$5.68,Mobile Payment
TX004641,2023-12-16,BR002,Downtown Plaza,Phnom Penh,Central,CUS03375,18-24,Female,PRD0014,Slim Fit Jeans,Fashion,Denim Co,2,$126.99,25%,$190.48,$124.65,$65.83,Debit Card
TX004642,2023-12-17,BR006,East Square,Kratie,East,CUS03203,25-34,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,6,$19.99,25%,$89.96,$72.66,$17.30,Cash
TX004643,2023-12-17,BR001,Central Mall,Phnom Penh,Central,CUS02981,18-24,Male,PRD0055,Fresh Milk 1L,Grocery,DairyBest,4,$17.99,15%,$61.17,$50.54,$10.63,Cash
TX004644,2023-12-17,BR005,South Market,Kampot,South,CUS00215,55+,Female,PRD0013,Cotton T-Shirt,Fashion,Urbanwear,2,$87.99,30%,$123.19,$82.79,$40.40,Credit Card
TX004645,2023-12-17,BR001,Central Mall,Phnom Penh,Central,CUS01274,35-44,Female,PRD0032,Matte Lipstick,Beauty,Belle Cosmetics,2,$72.99,25%,$109.48,$83.80,$25.68,Cash
TX004646,2023-12-17,BR006,East Square,Kratie,East,CUS03389,45-54,Female,PRD0061,Highlighter Set,Stationery,WriteWell,5,$15.99,20%,$63.96,$46.11,$17.85,Debit Card
TX004647,2023-12-17,BR006,East Square,Kratie,East,CUS03753,18-24,Female,PRD0062,Sketchbook,Stationery,PaperPlus,4,$10.99,5%,$41.76,$25.67,$16.09,Mobile Payment
TX004648,2023-12-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS01556,45-54,Female,PRD0061,Highlighter Set,Stationery,WriteWell,3,$15.99,5%,$45.57,$38.23,$7.34,Credit Card
TX004649,2023-12-17,BR005,South Market,Kampot,South,CUS01128,55+,Male,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,2,$7.99,15%,$13.58,$8.69,$4.89,Debit Card
TX004650,2023-12-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS01034,25-34,Female,PRD0043,Cycling Helmet,Sports,RideSafe,2,$144.99,10%,$260.98,$169.52,$91.46,Cash
TX004651,2023-12-17,BR004,North Point,Battambang,North,CUS02309,35-44,Male,PRD0016,Running Sneakers,Fashion,StrideOn,3,$36.99,10%,$99.87,$80.31,$19.56,Credit Card
TX004652,2023-12-17,BR005,South Market,Kampot,South,CUS01286,18-24,Male,PRD0052,Canned Tuna,Grocery,QuickMeal,9,$1.00,15%,$7.65,$6.12,$1.53,Credit Card
TX004653,2023-12-17,BR001,Central Mall,Phnom Penh,Central,CUS00081,18-24,Male,PRD0052,Canned Tuna,Grocery,QuickMeal,2,$1.00,10%,$1.80,$1.12,$0.68,Credit Card
TX004654,2023-12-17,BR003,Riverside Center,Siem Reap,North,CUS01732,35-44,Female,PRD0030,Facial Cleanser,Beauty,GlowLab,2,$46.99,15%,$79.88,$56.32,$23.56,Mobile Payment
TX004655,2023-12-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS02327,25-34,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,8,$18.99,0%,$151.92,$124.33,$27.59,Cash
TX004656,2023-12-17,BR002,Downtown Plaza,Phnom Penh,Central,CUS02651,35-44,Male,PRD0019,Summer Sandals,Fashion,StrideOn,2,$105.99,25%,$158.98,$123.33,$35.65,Credit Card
TX004657,2023-12-17,BR003,Riverside Center,Siem Reap,North,CUS01527,45-54,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,5,$1.00,20%,$4.00,$2.89,$1.11,Cash
TX004658,2023-12-17,BR001,Central Mall,Phnom Penh,Central,CUS01390,18-24,Female,PRD0043,Cycling Helmet,Sports,RideSafe,1,$175.99,10%,$158.39,$99.02,$59.37,Cash
TX004659,2023-12-17,BR001,Central Mall,Phnom Penh,Central,CUS01258,25-34,Male,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$665.99,15%,$566.09,$334.16,$231.93,Debit Card
TX004660,2023-12-17,BR003,Riverside Center,Siem Reap,North,CUS02621,25-34,Male,PRD0029,Wall Clock,Home Living,BrightHome,1,$51.99,10%,$46.79,$27.08,$19.71,Mobile Payment
TX004661,2023-12-18,BR004,North Point,Battambang,North,CUS01257,35-44,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,4,$16.99,10%,$61.16,$42.06,$19.10,Cash
TX004662,2023-12-18,BR002,Downtown Plaza,Phnom Penh,Central,CUS03857,18-24,Male,PRD0052,Canned Tuna,Grocery,QuickMeal,4,$1.00,20%,$3.20,$2.27,$0.93,Cash
TX004663,2023-12-18,BR008,City Hub,Sihanoukville,South,CUS01248,55+,Female,PRD0027,Blackout Curtain Set,Home Living,CozyNest,3,$143.99,15%,$367.17,$259.92,$107.25,Debit Card
TX004664,2023-12-18,BR001,Central Mall,Phnom Penh,Central,CUS03360,35-44,Male,PRD0012,Women's Summer Dress,Fashion,Belle Mode,3,$137.99,10%,$372.57,$231.64,$140.93,Debit Card
TX004665,2023-12-18,BR004,North Point,Battambang,North,CUS01410,35-44,Female,PRD0016,Running Sneakers,Fashion,StrideOn,3,$34.99,25%,$78.73,$54.49,$24.24,Cash
TX004666,2023-12-18,BR002,Downtown Plaza,Phnom Penh,Central,CUS02654,25-34,Male,PRD0060,School Backpack,Stationery,CarryAll,2,$3.49,5%,$6.63,$5.27,$1.36,Cash
TX004667,2023-12-18,BR002,Downtown Plaza,Phnom Penh,Central,CUS02929,25-34,Male,PRD0017,Wool Sweater,Fashion,Urbanwear,3,$74.99,25%,$168.73,$112.69,$56.04,Cash
TX004668,2023-12-18,BR002,Downtown Plaza,Phnom Penh,Central,CUS00753,25-34,Male,PRD0023,LED Desk Lamp,Home Living,BrightHome,2,$272.99,15%,$464.08,$339.44,$124.64,Cash
TX004669,2023-12-18,BR006,East Square,Kratie,East,CUS01697,45-54,Male,PRD0014,Slim Fit Jeans,Fashion,Denim Co,2,$114.99,5%,$218.48,$149.62,$68.86,Cash
TX004670,2023-12-18,BR001,Central Mall,Phnom Penh,Central,CUS00543,35-44,Female,PRD0014,Slim Fit Jeans,Fashion,Denim Co,1,$125.99,10%,$113.39,$85.01,$28.38,Cash
TX004671,2023-12-18,BR006,East Square,Kratie,East,CUS02133,25-34,Male,PRD0062,Sketchbook,Stationery,PaperPlus,4,$11.99,10%,$43.16,$28.71,$14.45,Credit Card
TX004672,2023-12-18,BR003,Riverside Center,Siem Reap,North,CUS03819,35-44,Male,PRD0037,Eyeshadow Palette,Beauty,Belle Cosmetics,3,$12.99,20%,$31.18,$25.69,$5.49,Debit Card
TX004673,2023-12-18,BR006,East Square,Kratie,East,CUS02527,35-44,Female,PRD0056,Bread Loaf,Grocery,QuickMeal,6,$20.99,5%,$119.64,$68.19,$51.45,Cash
TX004674,2023-12-18,BR003,Riverside Center,Siem Reap,North,CUS02937,45-54,Female,PRD0059,Ballpoint Pen Set,Stationery,WriteWell,3,$3.49,20%,$8.38,$4.90,$3.48,Cash
TX004675,2023-12-18,BR008,City Hub,Sihanoukville,South,CUS01257,35-44,Male,PRD0062,Sketchbook,Stationery,PaperPlus,7,$9.99,5%,$66.43,$45.45,$20.98,Debit Card
TX004676,2023-12-19,BR003,Riverside Center,Siem Reap,North,CUS02009,25-34,Male,PRD0062,Sketchbook,Stationery,PaperPlus,3,$9.99,5%,$28.47,$17.69,$10.78,Cash
TX004677,2023-12-19,BR004,North Point,Battambang,North,CUS03134,45-54,Female,PRD0060,School Backpack,Stationery,CarryAll,3,$3.49,10%,$9.42,$5.39,$4.03,Mobile Payment
TX004678,2023-12-19,BR002,Downtown Plaza,Phnom Penh,Central,CUS00548,35-44,Female,PRD0046,Resistance Bands Set,Sports,FitGear,1,$172.99,10%,$155.69,$131.59,$24.10,Mobile Payment
TX004679,2023-12-19,BR004,North Point,Battambang,North,CUS00519,18-24,Male,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,5,$17.99,0%,$89.95,$68.21,$21.74,Mobile Payment
TX004680,2023-12-19,BR006,East Square,Kratie,East,CUS00986,45-54,Female,PRD0055,Fresh Milk 1L,Grocery,DairyBest,6,$17.99,25%,$80.96,$52.78,$28.18,Cash
TX004681,2023-12-19,BR005,South Market,Kampot,South,CUS01039,25-34,Female,PRD0061,Highlighter Set,Stationery,WriteWell,3,$15.99,0%,$47.97,$39.68,$8.29,Cash
TX004682,2023-12-19,BR003,Riverside Center,Siem Reap,North,CUS04042,35-44,Female,PRD0059,Ballpoint Pen Set,Stationery,WriteWell,8,$3.49,10%,$25.13,$14.08,$11.05,Credit Card
TX004683,2023-12-19,BR003,Riverside Center,Siem Reap,North,CUS00683,45-54,Male,PRD0045,Badminton Racket,Sports,ActivePro,3,$207.99,20%,$499.18,$307.61,$191.57,Cash
TX004684,2023-12-19,BR001,Central Mall,Phnom Penh,Central,CUS00436,35-44,Male,PRD0007,Gaming Mouse RGB,Electronics,NexGear,3,$671.99,10%,"$1,814.37","$1,457.99",$356.38,Credit Card
TX004685,2023-12-19,BR008,City Hub,Sihanoukville,South,CUS00583,45-54,Female,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,6,$12.99,0%,$77.94,$61.77,$16.17,Mobile Payment
TX004686,2023-12-19,BR005,South Market,Kampot,South,CUS00891,55+,Female,PRD0039,Yoga Mat,Sports,FitGear,2,$55.99,10%,$100.78,$59.42,$41.36,Debit Card
TX004687,2023-12-19,BR008,City Hub,Sihanoukville,South,CUS01637,18-24,Female,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,5,$12.99,15%,$55.21,$41.00,$14.21,Mobile Payment
TX004688,2023-12-19,BR003,Riverside Center,Siem Reap,North,CUS00864,25-34,Male,PRD0034,Shampoo 400ml,Beauty,GlowLab,4,$29.99,30%,$83.97,$46.59,$37.38,Cash
TX004689,2023-12-19,BR004,North Point,Battambang,North,CUS00368,55+,Female,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,7,$18.99,0%,$132.93,$78.78,$54.15,Credit Card
TX004690,2023-12-19,BR001,Central Mall,Phnom Penh,Central,CUS00578,25-34,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,3,$1.00,5%,$2.85,$1.96,$0.89,Mobile Payment
TX004691,2023-12-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS03355,18-24,Female,PRD0003,Laptop Pro 14,Electronics,Voltek,1,$747.99,30%,$523.59,$312.78,$210.81,Mobile Payment
TX004692,2023-12-20,BR005,South Market,Kampot,South,CUS02178,18-24,Male,PRD0032,Matte Lipstick,Beauty,Belle Cosmetics,3,$60.99,0%,$182.97,$111.63,$71.34,Credit Card
TX004693,2023-12-20,BR006,East Square,Kratie,East,CUS03147,45-54,Female,PRD0064,File Folder Set,Stationery,PaperPlus,2,$15.99,30%,$22.39,$15.14,$7.25,Debit Card
TX004694,2023-12-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS00766,45-54,Male,PRD0031,Moisturizing Cream,Beauty,PureSkin,2,$50.99,15%,$86.68,$51.05,$35.63,Debit Card
TX004695,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS01347,45-54,Female,PRD0044,Sports Water Bottle,Sports,FitGear,1,$85.99,5%,$81.69,$48.72,$32.97,Debit Card
TX004696,2023-12-20,BR005,South Market,Kampot,South,CUS04140,25-34,Male,PRD0039,Yoga Mat,Sports,FitGear,2,$59.99,20%,$95.98,$72.36,$23.62,Credit Card
TX004697,2023-12-20,BR003,Riverside Center,Siem Reap,North,CUS00357,25-34,Female,PRD0033,Sunscreen SPF50,Beauty,PureSkin,2,$22.99,5%,$43.68,$30.50,$13.18,Cash
TX004698,2023-12-20,BR003,Riverside Center,Siem Reap,North,CUS01929,35-44,Male,PRD0028,Electric Kettle,Home Living,HomeCraft,2,$26.99,20%,$43.18,$28.80,$14.38,Debit Card
TX004699,2023-12-20,BR006,East Square,Kratie,East,CUS01303,35-44,Female,PRD0061,Highlighter Set,Stationery,WriteWell,4,$15.99,5%,$60.76,$46.14,$14.62,Cash
TX004700,2023-12-20,BR003,Riverside Center,Siem Reap,North,CUS00033,35-44,Female,PRD0057,Mixed Snack Pack,Grocery,QuickMeal,4,$13.99,0%,$55.96,$34.14,$21.82,Mobile Payment
TX004701,2023-12-20,BR004,North Point,Battambang,North,CUS02322,45-54,Female,PRD0060,School Backpack,Stationery,CarryAll,3,$2.99,5%,$8.52,$5.73,$2.79,Debit Card
TX004702,2023-12-20,BR003,Riverside Center,Siem Reap,North,CUS02315,35-44,Male,PRD0050,Instant Noodles Pack,Grocery,QuickMeal,8,$4.99,10%,$35.93,$24.99,$10.94,Credit Card
TX004703,2023-12-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS01410,35-44,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,2,$733.99,5%,"$1,394.58",$843.04,$551.54,Debit Card
TX004704,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS02028,45-54,Male,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,4,$19.99,25%,$59.97,$36.05,$23.92,Credit Card
TX004705,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS01737,25-34,Female,PRD0001,Smartphone X10,Electronics,Voltek,1,$623.99,25%,$467.99,$338.88,$129.11,Cash
TX004706,2023-12-20,BR005,South Market,Kampot,South,CUS01993,55+,Female,PRD0060,School Backpack,Stationery,CarryAll,3,$3.49,20%,$8.38,$6.36,$2.02,Cash
TX004707,2023-12-20,BR006,East Square,Kratie,East,CUS03571,45-54,Male,PRD0031,Moisturizing Cream,Beauty,PureSkin,3,$52.99,0%,$158.97,$111.44,$47.53,Credit Card
TX004708,2023-12-20,BR002,Downtown Plaza,Phnom Penh,Central,CUS02984,35-44,Female,PRD0011,Men's Denim Jacket,Fashion,Urbanwear,1,$55.99,0%,$55.99,$36.60,$19.39,Credit Card
TX004709,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS01242,35-44,Male,PRD0056,Bread Loaf,Grocery,QuickMeal,6,$22.99,20%,$110.35,$66.06,$44.29,Debit Card
TX004710,2023-12-20,BR008,City Hub,Sihanoukville,South,CUS01049,55+,Male,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,3,$13.99,25%,$31.48,$23.68,$7.80,Debit Card
TX004711,2023-12-20,BR005,South Market,Kampot,South,CUS03051,18-24,Male,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,5,$13.99,0%,$69.95,$40.43,$29.52,Credit Card
TX004712,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS00986,45-54,Female,PRD0019,Summer Sandals,Fashion,StrideOn,3,$126.99,0%,$380.97,$308.10,$72.87,Cash
TX004713,2023-12-20,BR004,North Point,Battambang,North,CUS03817,35-44,Male,PRD0056,Bread Loaf,Grocery,QuickMeal,4,$19.99,20%,$63.97,$49.17,$14.80,Cash
TX004714,2023-12-20,BR005,South Market,Kampot,South,CUS03528,25-34,Male,PRD0016,Running Sneakers,Fashion,StrideOn,1,$36.99,5%,$35.14,$24.91,$10.23,Mobile Payment
TX004715,2023-12-20,BR003,Riverside Center,Siem Reap,North,CUS01103,45-54,Male,PRD0002,Wireless Earbuds Pro,Electronics,Sonix,1,$415.99,10%,$374.39,$238.79,$135.60,Credit Card
TX004716,2023-12-20,BR004,North Point,Battambang,North,CUS03402,25-34,Female,PRD0012,Women's Summer Dress,Fashion,Belle Mode,1,$117.99,0%,$117.99,$72.41,$45.58,Credit Card
TX004717,2023-12-20,BR008,City Hub,Sihanoukville,South,CUS00840,45-54,Female,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,3,$17.99,20%,$43.18,$28.44,$14.74,Cash
TX004718,2023-12-20,BR007,West Gate,Pursat,West,CUS00097,25-34,Female,PRD0012,Women's Summer Dress,Fashion,Belle Mode,3,$126.99,25%,$285.73,$200.15,$85.58,Cash
TX004719,2023-12-20,BR001,Central Mall,Phnom Penh,Central,CUS04036,18-24,Male,PRD0052,Canned Tuna,Grocery,QuickMeal,6,$1.00,5%,$5.70,$4.15,$1.55,Debit Card
TX004720,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS03224,18-24,Female,PRD0065,Desk Organizer,Stationery,CarryAll,3,$13.99,0%,$41.97,$28.20,$13.77,Debit Card
TX004721,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS02097,35-44,Female,PRD0048,Jasmine Rice 5kg,Grocery,FarmFresh,6,$7.99,20%,$38.35,$27.16,$11.19,Credit Card
TX004722,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS03556,25-34,Male,PRD0019,Summer Sandals,Fashion,StrideOn,6,$117.99,20%,$566.35,$464.15,$102.20,Credit Card
TX004723,2023-12-21,BR008,City Hub,Sihanoukville,South,CUS00302,45-54,Female,PRD0060,School Backpack,Stationery,CarryAll,1,$3.49,10%,$3.14,$1.80,$1.34,Debit Card
TX004724,2023-12-21,BR008,City Hub,Sihanoukville,South,CUS03129,25-34,Male,PRD0056,Bread Loaf,Grocery,QuickMeal,6,$22.99,25%,$103.46,$86.77,$16.69,Debit Card
TX004725,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS04016,35-44,Female,PRD0040,Running Shoes,Sports,ActivePro,2,$166.99,20%,$267.18,$176.02,$91.16,Credit Card
TX004726,2023-12-21,BR002,Downtown Plaza,Phnom Penh,Central,CUS03466,55+,Male,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,2,$11.99,20%,$19.18,$12.25,$6.93,Debit Card
TX004727,2023-12-21,BR006,East Square,Kratie,East,CUS01890,35-44,Female,PRD0015,Leather Handbag,Fashion,Belle Mode,2,$67.99,15%,$115.58,$77.92,$37.66,Cash
TX004728,2023-12-21,BR002,Downtown Plaza,Phnom Penh,Central,CUS01542,55+,Female,PRD0008,Power Bank 20000mAh,Electronics,Sonix,1,$740.99,25%,$555.74,$470.19,$85.55,Debit Card
TX004729,2023-12-21,BR004,North Point,Battambang,North,CUS03745,35-44,Female,PRD0014,Slim Fit Jeans,Fashion,Denim Co,2,$106.99,15%,$181.88,$151.32,$30.56,Credit Card
TX004730,2023-12-21,BR002,Downtown Plaza,Phnom Penh,Central,CUS01286,18-24,Male,PRD0019,Summer Sandals,Fashion,StrideOn,1,$116.99,20%,$93.59,$74.63,$18.96,Debit Card
TX004731,2023-12-21,BR006,East Square,Kratie,East,CUS03941,45-54,Female,PRD0015,Leather Handbag,Fashion,Belle Mode,3,$61.99,15%,$158.07,$87.09,$70.98,Debit Card
TX004732,2023-12-21,BR008,City Hub,Sihanoukville,South,CUS01410,35-44,Female,PRD0045,Badminton Racket,Sports,ActivePro,3,$182.99,10%,$494.07,$341.79,$152.28,Cash
TX004733,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS00534,35-44,Female,PRD0002,Wireless Earbuds Pro,Electronics,Sonix,1,$414.99,15%,$352.74,$241.31,$111.43,Cash
TX004734,2023-12-21,BR008,City Hub,Sihanoukville,South,CUS01034,25-34,Female,PRD0042,Football,Sports,ActivePro,3,$171.99,5%,$490.17,$340.19,$149.98,Cash
TX004735,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS02178,18-24,Male,PRD0008,Power Bank 20000mAh,Electronics,Sonix,3,$661.99,30%,"$1,390.18","$1,134.64",$255.54,Credit Card
TX004736,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS00546,18-24,Male,PRD0019,Summer Sandals,Fashion,StrideOn,3,$104.99,0%,$314.97,$238.90,$76.07,Debit Card
TX004737,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS01697,45-54,Male,PRD0034,Shampoo 400ml,Beauty,GlowLab,3,$28.99,10%,$78.27,$47.54,$30.73,Mobile Payment
TX004738,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS03811,35-44,Female,PRD0010,Smartwatch S2,Electronics,NexGear,3,$376.99,0%,"$1,130.97",$682.10,$448.87,Cash
TX004739,2023-12-21,BR006,East Square,Kratie,East,CUS00394,25-34,Male,PRD0063,Mechanical Pencil Set,Stationery,WriteWell,5,$13.99,0%,$69.95,$43.53,$26.42,Cash
TX004740,2023-12-21,BR005,South Market,Kampot,South,CUS02603,35-44,Female,PRD0019,Summer Sandals,Fashion,StrideOn,2,$128.99,10%,$232.18,$143.74,$88.44,Cash
TX004741,2023-12-21,BR006,East Square,Kratie,East,CUS01788,18-24,Female,PRD0019,Summer Sandals,Fashion,StrideOn,3,$120.99,10%,$326.67,$193.33,$133.34,Cash
TX004742,2023-12-21,BR002,Downtown Plaza,Phnom Penh,Central,CUS02718,25-34,Female,PRD0016,Running Sneakers,Fashion,StrideOn,2,$42.99,25%,$64.48,$36.11,$28.37,Mobile Payment
TX004743,2023-12-21,BR006,East Square,Kratie,East,CUS02097,35-44,Female,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,3,$16.99,15%,$43.32,$31.62,$11.70,Cash
TX004744,2023-12-21,BR004,North Point,Battambang,North,CUS03686,25-34,Female,PRD0044,Sports Water Bottle,Sports,FitGear,1,$83.99,10%,$75.59,$50.86,$24.73,Credit Card
TX004745,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS01785,25-34,Male,PRD0025,Memory Foam Pillow,Home Living,CozyNest,1,$223.99,5%,$212.79,$118.37,$94.42,Credit Card
TX004746,2023-12-21,BR001,Central Mall,Phnom Penh,Central,CUS02123,55+,Female,PRD0038,Body Lotion,Beauty,PureSkin,6,$31.99,15%,$163.15,$115.73,$47.42,Mobile Payment
TX004747,2023-12-21,BR005,South Market,Kampot,South,CUS00543,35-44,Female,PRD0065,Desk Organizer,Stationery,CarryAll,3,$13.99,15%,$35.67,$28.62,$7.05,Credit Card
TX004748,2023-12-21,BR003,Riverside Center,Siem Reap,North,CUS02097,35-44,Female,PRD0038,Body Lotion,Beauty,PureSkin,4,$32.99,25%,$98.97,$63.77,$35.20,Cash
TX004749,2023-12-22,BR006,East Square,Kratie,East,CUS00485,45-54,Female,PRD0015,Leather Handbag,Fashion,Belle Mode,2,$70.99,25%,$106.48,$86.27,$20.21,Debit Card
TX004750,2023-12-22,BR004,North Point,Battambang,North,CUS02474,35-44,Male,PRD0019,Summer Sandals,Fashion,StrideOn,2,$116.99,10%,$210.58,$139.41,$71.17,Credit Card
TX004751,2023-12-22,BR001,Central Mall,Phnom Penh,Central,CUS01867,18-24,Male,PRD0055,Fresh Milk 1L,Grocery,DairyBest,5,$20.99,10%,$94.46,$70.42,$24.04,Debit Card
TX004752,2023-12-22,BR004,North Point,Battambang,North,CUS03335,25-34,Female,PRD0014,Slim Fit Jeans,Fashion,Denim Co,1,$112.99,20%,$90.39,$58.09,$32.30,Debit Card
TX004753,2023-12-22,BR007,West Gate,Pursat,West,CUS01843,55+,Male,PRD0040,Running Shoes,Sports,ActivePro,4,$152.99,0%,$611.96,$414.02,$197.94,Mobile Payment
TX004754,2023-12-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS02638,25-34,Female,PRD0052,Canned Tuna,Grocery,QuickMeal,2,$1.00,5%,$1.90,$1.18,$0.72,Debit Card
TX004755,2023-12-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS00246,35-44,Male,PRD0002,Wireless Earbuds Pro,Electronics,Sonix,1,$417.99,5%,$397.09,$252.26,$144.83,Cash
TX004756,2023-12-22,BR007,West Gate,Pursat,West,CUS02967,55+,Male,PRD0009,Digital Camera Z2,Electronics,ClearView,1,$154.99,10%,$139.49,$91.72,$47.77,Cash
TX004757,2023-12-22,BR003,Riverside Center,Siem Reap,North,CUS04022,35-44,Male,PRD0065,Desk Organizer,Stationery,CarryAll,5,$12.99,0%,$64.95,$49.98,$14.97,Cash
TX004758,2023-12-22,BR004,North Point,Battambang,North,CUS01967,18-24,Male,PRD0053,Bottled Water 1.5L,Grocery,PureSpring,3,$23.99,5%,$68.37,$55.68,$12.69,Cash
TX004759,2023-12-22,BR005,South Market,Kampot,South,CUS00046,25-34,Male,PRD0058,Notebook A5,Stationery,PaperPlus,3,$12.99,0%,$38.97,$22.60,$16.37,Credit Card
TX004760,2023-12-22,BR005,South Market,Kampot,South,CUS02560,55+,Male,PRD0057,Mixed Snack Pack,Grocery,QuickMeal,5,$11.99,10%,$53.96,$30.68,$23.28,Credit Card
TX004761,2023-12-22,BR003,Riverside Center,Siem Reap,North,CUS00616,35-44,Male,PRD0018,Formal Shirt,Fashion,Denim Co,4,$18.99,15%,$64.57,$53.14,$11.43,Credit Card
TX004762,2023-12-22,BR001,Central Mall,Phnom Penh,Central,CUS02008,18-24,Female,PRD0033,Sunscreen SPF50,Beauty,PureSkin,2,$26.99,0%,$53.98,$40.02,$13.96,Debit Card
TX004763,2023-12-22,BR001,Central Mall,Phnom Penh,Central,CUS00129,25-34,Male,PRD0054,Ground Coffee 200g,Grocery,BrewHouse,2,$18.99,0%,$37.98,$25.74,$12.24,Debit Card
TX004764,2023-12-22,BR003,Riverside Center,Siem Reap,North,CUS01947,18-24,Male,PRD0041,Adjustable Dumbbell Set,Sports,FitGear,2,$118.99,25%,$178.48,$104.26,$74.22,Cash
TX004765,2023-12-22,BR001,Central Mall,Phnom Penh,Central,CUS03675,18-24,Male,PRD0035,Perfume 50ml,Beauty,Belle Cosmetics,5,$32.99,15%,$140.21,$115.11,$25.10,Cash
TX004766,2023-12-22,BR008,City Hub,Sihanoukville,South,CUS00573,25-34,Female,PRD0045,Badminton Racket,Sports,ActivePro,1,$190.99,30%,$133.69,$81.52,$52.17,Credit Card
TX004767,2023-12-22,BR008,City Hub,Sihanoukville,South,CUS02097,35-44,Female,PRD0018,Formal Shirt,Fashion,Denim Co,1,$15.99,10%,$14.39,$10.55,$3.84,Cash
TX004768,2023-12-22,BR002,Downtown Plaza,Phnom Penh,Central,CUS01111,45-54,Male,PRD0018,Formal Shirt,Fashion,Denim Co,4,$19.99,0%,$79.96,$47.76,$32.20,Cash
TX004769,2023-12-22,BR003,Riverside Center,Siem Reap,North,CUS01131,35-44,Female,PRD0038,Body Lotion,Beauty,PureSkin,1,$37.99,20%,$30.39,$25.12,$5.27,Cash
TX004770,2023-12-23,BR008,City Hub,Sihanoukville,South,CUS02699,25-34,Male,PRD0049,Cooking Oil 1L,Grocery,FarmFresh,4,$20.99,5%,$79.76,$52.35,$27.41,Mobile Payment
TX004771,2023-12-23,BR001,Central Mall,Phnom Penh,Central,CUS03163,25-34,Female,PRD0031,Moisturizing Cream,Beauty,PureSkin,2,$56.99,10%,$102.58,$77.65,$24.93,Cash
